"id","institution","product","institution_sort","product_sort","schoolexpense_sort","univ_sort","grade_sort","major_sort","grade_stand_detail","income_stand_detail","support_detail","qualification_detail","local_residence_detail","duration_detail","selection_way_detail","selection_num_detail","qualification_restriction_detail","recommendation_detail","documentaion_detail","created_dt","modified_dt","like_num","scrap_num"
"재단법인괴산군민장학회_관내대학교진학장학","재단법인괴산군민장학회","관내대학교진학장학","지자체","장학금","지역연고","해당없음","해당없음","해당없음","직전학기 12학점 미만 수강 및 성적 백분위 환산 75점 미만 시 해당 학기 장학금 미지급","해당없음","8000000원 (2000000X4년)","관내 고등학교 졸업 후 3년 이내 합격자까지 포함장학생 선발 기준 학생 또는 보호자가 관내 주소를 두고 있어야 함","해당없음",NULL,"해당없음","해당없음","장학금 지급 기간 내 관외 전출 시 자격 상실휴학/ 제적/ 재입학 등 학적 변동 시 지급 정지휴학 최대 7학기 제한/ 이후 휴학 시 장학생 자격 상실","해당없음",NULL,"2022-11-06 17:00:59.868528","2022-11-06 17:00:59.868528","0","0"
"재단법인 충청남도인재육성재단_출향인사 자녀지원 장학생","재단법인 충청남도인재육성재단","출향인사 자녀지원 장학생","지자체","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","1인 1000000원 자기계발 생활비","해당없음","해당없음",NULL,"경제상황(50%) / 학업성적 (45%) / 봉사활동 (5%)","10명","해당없음","해당없음",NULL,"2022-11-06 17:00:59.873337","2022-11-06 17:00:59.873337","0","0"
"한국기술교육대학교_리더십장학금","한국기술교육대학교","리더십장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","1급: 등록금 전액2급: 등록금 3/4","222학기 한국기술교육대학교 정규학기생1급 : 해당학기 총학생회장으로 봉사한 자2급 : 해당학기 부총학생회장으로 봉사한 자","해당없음",NULL,"해당없음","해당없음","등록금 감면 장학금의 지급총액이 등록금을 초과할 수 없음","해당없음",NULL,"2022-11-06 17:00:59.877162","2022-11-06 17:00:59.877162","0","0"
"경남정보대학교_한마음장학","경남정보대학교","한마음장학","대학교","장학금","장애인","해당없음","해당없음","해당없음","해당없음","해당없음","수업료1/3","경남정보대학교에 재학중인 학생 중 학생 본인이 장애를 가지고 있는 자","해당없음",NULL,"해당없음","해당없음","제적생/ 미등록휴학생/ 성적미달학생/ 학사경고/ 졸업불가자/ 졸업유예자 등자퇴 등의 사유로 제적된 경우 반납전액장학금 받은 학생등록금을 초과하여 지급 불가 * 자세한 내용은 홈페이지를 참조바람","해당없음",NULL,"2022-11-06 17:00:59.880797","2022-11-06 17:00:59.880797","0","0"
"(재단)청촌장학재단_장학생","(재단)청촌장학재단","장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","150만원","202학기 평점평균 32이상으로 학업성적이 우수하고 경제적으로 어려우며 건전한 가치를 소유한 자 211학기 국가장학금 신청완료자 중 등록예정자","해당없음",NULL,"해당없음","해당없음","211학기 타 장학금 수혜예정자 신청제외","해당없음",NULL,"2022-11-06 17:00:59.890455","2022-11-06 17:00:59.890455","0","0"
"강원대학교_우선면제장학금(차석(입학)장학금)","강원대학교","우선면제장학금(차석(입학)장학금)","대학교","장학금","성적우수","해당없음","해당없음","해당없음","직전학기 12학점 이상/ 평점평균 35이상","해당없음","등록금 전액감면","강원대학교 춘천캠퍼스 차석 입학자","해당없음",NULL,"해당없음","해당없음","휴학 및 제적한 자중복수혜자외국대학 교환학생으로 직전학기 성적(평균평점)인정되지 않은 자전과 학생의 경우 전출(전입)하는 학기에는 소속학과(부)에서 선정하는 성적우수장학금 수혜 불가 * 자세한 내용은 첨부자료 확인 필수","해당없음",NULL,"2022-11-06 17:00:59.894391","2022-11-06 17:00:59.894391","0","0"
"눌원문화재단_장학생","눌원문화재단","장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","학업성적이 우수한 학생 학기당 학업성적이 평균 B학점 이상","해당없음","등록금 연간 360만원(학기당 180만원)","2022년도 재학생으로 생각이 건전하며 품행이 방정하고 재능이 탁월한 학생국비 또는 타 장학금을 받지 않는 학생","해당없음",NULL,"해당없음","해당없음","중복지원 불가정학 이상의 징계처분을 받은 자 전교 또는 퇴학한 자 휴학/ 군입대/ 기타 사유로 장기간 학업을 계속할 수 없는 자 학기 당 학업성적이 평균 B학점 미달인 자","해당없음",NULL,"2022-11-06 17:00:59.898085","2022-11-06 17:00:59.898085","0","0"
"원광대학교_자립장학금","원광대학교","자립장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 15학점 이상 이수평균평점 20 이상 취득","해당없음","등록금의 65%","본교 재학생으로 만 13세 이전에 부모가 사망한 자 또는 보육원에 만 5년 이상 재원한 사실이 있는 경우","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.900857","2022-11-06 17:00:59.900857","0","0"
"강원대학교_KNU행복문고","강원대학교","KNU행복문고","대학교","장학금","소득구분","해당없음","해당없음","해당없음","해당없음","저소득층(기초생활수급자 또는 차상위계층)학생생","개인당 최대 100000원","지원 자격에 해당하는 자로서 2021년 신입생을 우선 선발하며/ 신청인원이 지원 인원 및 예산 범위를 초과할 경우 홈페이지에 공고한 순위에 따라서 선발발","해당없음",NULL,"직접 제출 또는 전자메일 제출","20명 이내","해당없음","해당없음",NULL,"2022-11-06 17:00:59.905812","2022-11-06 17:00:59.905812","0","0"
"사단법인 한국소아당뇨인협회_젊은당뇨인희망장학금","사단법인 한국소아당뇨인협회","젊은당뇨인희망장학금","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","1인당 150만원  * 전액 현금지원","2001년 이후 출생이면서 2023년 기준 초등학교 1학년~대학교 4학년까지의 당뇨인","해당없음",NULL,"신청서1/ 신청서2/ 추천서 3가지의 서류작성과 내용에 대해 가장 큰 점수를 반영그 외 소득수준/ 가정상황/ 장애여부/ 지역 안배/ 협회의 교육/ 행사 참여 활동 등 적극적인 의지를 종합적으로 고려하여 선정","00명","지난 장학금을 지원받고 3년이 지나지 않았거나 현금과 펌프등을 포함하여 2012 이후 2번 이상 정식장학금을 수여받은 사람은 지원할 수 없음","해당없음",NULL,"2022-11-06 17:00:59.909596","2022-11-06 17:00:59.909596","0","0"
"만세보령장학회_기능우수자장학금","만세보령장학회","기능우수자장학금","지자체","장학금","특기자","해당없음","해당없음","해당없음","해당없음","해당없음","해당없음","체육/ 미술/ 음악/ 과학/ 문예/ 실업분야에서 전국규모의 대회에서 상위(3위/ 장려) 입상한자 또는 도내 대회에서 우승한 학생 * 비공인 단체가 주최한 대회 입상자/ 회사 홍보를 위한 대회 및 각종 사례 발표대회 입상자/ 대학의 총(학)장이 주최한 각종대회 입상자는 제외","신청공고일 기준 현재 보령시에 3개월 전 주민등록이 되어 있는 학생 (또는 부모의 자)다만/ 관내 고등학교 졸업생을 우선으로 함",NULL,"해당없음","해당없음","22년도 타 장학재단(한국장학재단 포함) 및 학교/ 지자체로부터 등록금을 초과해서 수업료/ 등록금/ 장학금 등을 지원받은 학생 제외등록금 전액 지원되는 대학에 재학중인 학생한 학기 수료 후 졸업예정자휴학생 및 휴학예정자조기 졸업예정자대학원/ 방송통신대학/ 사이버대학/ 평생교육원/ 학점은행 등","해당없음",NULL,"2022-11-06 17:00:59.913585","2022-11-06 17:00:59.913585","0","0"
"단국대학교_재일동포장학생","단국대학교","재일동포장학생","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","경제적인 이유로 수학 또는 학교생활이 곤란한 자","해당없음","대한민국 국적을 보유했었거나 현재 보유한 재일한국인(또는 그 자녀)으로 본국에서 수학하고 있는 자/ 또는 수학 예정자학업성적과 인성 모두 우수한 자4년제 대학생 또는 대학원생으로 잔여 학기가 2학기 이상인 자 ( 2022년 3월 기준 신입생 포함)","해당없음",NULL,"해당없음","00명","해당없음","해당없음",NULL,"2022-11-06 17:00:59.917008","2022-11-06 17:00:59.917008","0","0"
"재단법인 세종특별자치시인재육성평생교육진흥원_다문화가정・북한이탈주민 장학생","재단법인 세종특별자치시인재육성평생교육진흥원","다문화가정・북한이탈주민 장학생","지자체","장학금","지역연고","해당없음","해당없음","해당없음","해당없음","해당없음","최대 1000000원","세종시 관내 대학교 재학생「다문화가족지원법」제2조 및 제14조의2에 해당하는 다문화 가정「북한이탈주민의 보호 및 정착지원에 관한 법률」제2조제1항에 해당하는 북한이탈주민","공고일 기준 1년 이상 세종시 계속 거주자 (부/ 모 또는 본인)",NULL,"동점자기준 : 소득분위가 낮은 자 >  세종시 거주기간 > 학년(나이) 높은 자","총 30명 * 초/중/고등학생 선발인원 포함","휴학생/ 수료생","학과 또는 학부장",NULL,"2022-11-06 17:00:59.921106","2022-11-06 17:00:59.921106","0","0"
"재단법인 수인장학재단_장학생","재단법인 수인장학재단","장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","각 1500000원","221학기 정규학기 재학생으로 등록을 완료한 자221학기 등록금 실납부액이 1/500/000원 이상인 자","해당없음",NULL,"221학기 국가장학금 소득분위가 낮은 자국가장학금 소득분위가 동일할 경우 등록금 실납부 금액이 높은 자","장애의 정도가 심한 자 1명학업성적은 우수하나 가정형편이 어려우며 품성이 타의 모범이 되는 자 1명","정규학기 초과등록자/ 학점등록자/ 미등록자/ 미등록휴학자","해당없음",NULL,"2022-11-06 17:00:59.925439","2022-11-06 17:00:59.925439","0","0"
"(재)송강장학회_구평회특지장학금","(재)송강장학회","구평회특지장학금","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","직전학기(2021년 2학기) 성적 기준 학부생 27 이상/ 대학원생 33 이상","해당없음","한 학기당 3000000원 이내","해당없음","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.928779","2022-11-06 17:00:59.928779","0","0"
"한성대학교_다문화가정지원장학금","한성대학교","다문화가정지원장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 성적 평균 평점 188 이상","해당없음","1000000원 ( 수업료 범위 내 )","다문화가정의 자녀로서 대한민국 국적자의 재학생","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.931699","2022-11-06 17:00:59.931699","0","0"
"전북대학교_김정옥장학금","전북대학교","김정옥장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","2700000원 내외","전북대학교 독일학과(독어독문학과) 및 독어교육과(부전공/ 복수전공자 포함) 3학기 이상의 재학생단/ 초급독일어 등 독일어 관련 과목을 9학점 이상 수강한 타학과 학생도 지원 가능파견 종료 후/ 4학년 2학기를 본교에서 수학가능한 자","해당없음",NULL,"한국어 면접학과 행사 참여도가 높은 학생/ 전북대학교 언어교육원 등 독일어 어학과정 수강자 선발 우대","00명","이전 본 장학금 수혜자 제외학칙 위반 등으로 처벌 경력이 있는 자기타 국외여행에 결격사유가 있는 자해외 파견 시 건강에 문제가 있는 자","해당없음",NULL,"2022-11-06 17:00:59.935554","2022-11-06 17:00:59.935554","0","0"
"(재)과천시 애향장학회_농업인장학생","(재)과천시 애향장학회","농업인장학생","지자체","장학금","지역연고","해당없음","해당없음","해당없음","해당없음","해당없음","1인당 3000000원","농업에 종사하는 직계 가족의 학생","공고일 현재 가족이 계속하여 2년이상 과천시에 거주하고 있는 시민의 직계비속",NULL,"해당없음","2명","국가 또는 지방자치단체나 타 기관/단체로부터 장학금 및 학비보조비/학교장학금을 받는 학생*다만 장학금 총액이 등록금보다 적을 경우에는 예외*기초생활수급자(대학생) 중 국가장학금 수혜자격 대상은 제외","해당없음",NULL,"2022-11-06 17:00:59.940864","2022-11-06 17:00:59.940864","0","0"
"이화여자대학교_우월김활란21세기장학금","이화여자대학교","우월김활란21세기장학금","대학교","장학금","성적우수","해당없음","해당없음","해당없음","대학원 누계평점 375 이상(43 만점) 이고/ 221학기까지 6학점 이상 이수한 학생","해당없음","등록금 전액 및 연구지원비 3000000원","한국 국적의 일반대학원 석사/박사 통합과정 정규등록생 (20222학기 기준/ 신입생 제외)대학원 누계평점 375 이상(43 만점) 이고/ 221학기까지 6학점 이상 이수한 학생기독교적 봉사 정신이 투철하고 학문적 능력이 탁월하며 국제적인 여성지도자가 될 자질과 의지를 갖춘 학생","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:01:00.027729","2022-11-06 17:01:00.027729","0","0"
"계명문화대학교_KMCU희망(가계곤란/한부모/다대학/다자녀)장학생","계명문화대학교","KMCU희망(가계곤란/한부모/다대학/다자녀)장학생","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","222학기 국가장학금 학자금 지원구간 확정자 (0~10구간)","300000원 ~500000원 * 자세한 사항은 첨부파일 혹은 홈페이지 공고 확인","긴급가계 곤란학생부/모 장애 / 6개월 이상 장기치료 (입원) 학생한부모가정 학생다대학 (대학 2명이상)본인 포함다자녀 (자녀 3명 이상)9~10구간만 신청 * 자세한 사항은 첨부파일 참고","해당없음",NULL,"해당없음","해당없음","휴학생/ 전공심화과정/ 평생학습자장학생/ 정규학기 초과학생/ 전액장학생/ 선발 당해학기 국가장학금 미신청자 * 자세한 사항은 홈페이지 공고문 참고","긴급가계곤란학생의 경우 학과(장)의 추천",NULL,"2022-11-06 17:00:59.950033","2022-11-06 17:00:59.950033","0","0"
"한국장학재단_푸른등대 기부장학금(한국광해관리공단)","한국장학재단","푸른등대 기부장학금(한국광해관리공단)","한국장학재단","장학금","기타","해당없음","해당없음","해당없음","해당없음","학자금 지원구간 3구간 이하의 저소득층이며/ 원주지역 소재 대학교의 재학생생","한 학기당 1000000원 지원(생활비 무상보조로 정액 지원)","한국광해관리공단 소재 지역인 원주시의 저소득층 대학생 대상 장학금 지원으로 지역인재 양성에 기여 대한민국 국적의 국내 4년제 및 전문 대학교 재학생","해당없음",NULL,"해당없음","20명","해당없음","해당없음",NULL,"2022-11-06 17:00:59.96087","2022-11-06 17:00:59.96087","0","0"
"계명대학교_총장특별(태풍피해)장학금","계명대학교","총장특별(태풍피해)장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","2022학년도 2학기 현재 8학기(건축학 전공 10학기/ 약학대학 12학기) 이내 학부 재학생","해당없음","피해 정도에 따라서 예산 범위 내에 차등 지급 (A B C 등급으로 구분) * 자세한 사항은 홈페이지 공고문 참고","태풍 '힌남노'로 인한 특별재난지역으로 우선 선포된 경상북도 포항시/ 경주시의 해당 태풍으로 피해를 입은 가구(본인 또는 보호자)'힌남노'로 추가 선포되는 특별재난지역이 있을 경우/ 해당 피해 포함장학 관련 규정에 근거하여 장학금 지급에 결격사유가 없는 학생","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.965373","2022-11-06 17:00:59.965373","0","0"
"연성대학교_무지개장학금","연성대학교","무지개장학금","대학교","장학금","소득구분","해당없음","해당없음","해당없음","직전학기 평점평균 12이상 * 신입생은 성적 무관","해당없음","* 예산범위 내","기초생활수급계층 가정의 학생","해당없음",NULL,"해당없음","* 예산범위 내","장학금 간 중복수혜 불가타장학금과의 합이 등록금 총액 초과 불가전액장학생형제자매인 경우 중복 지급 불가(1명만 선발) * 자세한 사항은 홈페이지 공고문 참고","학과장 또는 전공주임 도장 날인",NULL,"2022-11-06 17:00:59.974423","2022-11-06 17:00:59.974423","0","0"
"금오공과대학교_긴급재난지원장학금","금오공과대학교","긴급재난지원장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","등록금액의 10%","정규학기에 재학중인 자202111 ~ 202205 중 학부모의 실직/폐업으로 장학금 지원이 필요한 학생","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.980853","2022-11-06 17:00:59.980853","0","0"
"을지대학교_을지가족사랑B","을지대학교","을지가족사랑B","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 12학점 이상 이수/ 평점평균 20 이상(신편입생 성적기준 제외)","해당없음","1인당 1000000원","20221학기 을지대학교 재학생본교 졸업생의 자녀","해당없음",NULL,"해당없음","해당없음","장학생 선발 시 개인이 받을 수 있는 장학금은 등록금을 초과할 수 없음","해당없음",NULL,"2022-11-06 17:00:59.986553","2022-11-06 17:00:59.986553","0","0"
"조선대학교_지역인재(특성화)장학금","조선대학교","지역인재(특성화)장학금","대학교","장학금","특기자","해당없음","해당없음","해당없음","해당없음","20221 국가장학금 신청 후 학자금 지원구간 기초~8구간 산출자","등록금 범위 내 (입학금수업료) 전액기초~5구간 : 전 학기 지원6구간~8구간 : 1년 지원","2022학년도 신입생(약학과 편입생 포함)서울/ 경기/ 인천을 제외한 비수도권 고교 출신20221 국가장학금 신청 후 학자금 지원구간 기초~6구간 산출자","해당없음",NULL,"특성화 실적 70% 자기계발 계획서 30%소득분위 '기초~차상위계층' 약학과 편입자 우선 선발 * 특성화 실적 기준 홈페이지 공고 참고","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.994659","2022-11-06 17:00:59.994659","0","0"
"수원대학교_음악전공우수장학금","수원대학교","음악전공우수장학금","대학교","장학금","성적우수","해당없음","해당없음","해당없음","해당없음","해당없음","해당없음","해당없음","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:00:59.998648","2022-11-06 17:00:59.998648","0","0"
"경인여자대학교_가족장학금","경인여자대학교","가족장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 20 이상 및 최소 이수학점 이상 취득자","해당없음","해당없음","경인여자대학교에 모녀 또는 자매가 동시에 재학하고 있는 학생 * 대표학생 한명만 신청청 * 매 학기 신청","해당없음",NULL,"해당없음","해당없음","한명이라도 휴학/ 졸업/ 자퇴 시 신청 불가등록금 초과분 수혜 불가금번학기 신청학점 10학점 미만자증빙서류 미등록자학생생활기록카드에 통장 및 계좌번호 미입력자","해당없음",NULL,"2022-11-06 17:01:00.013892","2022-11-06 17:01:00.013892","0","0"
"가천대학교_보훈 및 북한이탈주민","가천대학교","보훈 및 북한이탈주민","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 성적 70점 이상 보훈 본인은 성적기준 없음","해당없음","등록금 전액 (입학금 포함)","국가유공자 또는 북한이탈주민","해당없음",NULL,"해당없음","해당없음","재학생이 아닌 자(휴학생/ 학기초과자/ 졸업유예자/ 졸업자/ 자퇴자 등의 학적변동자)성적 및 취득학점이 기준보다 미달인 자입학성적우수 장학생 중 전과를 한 학생(수능성적우수자 제외) 등","해당없음",NULL,"2022-11-06 17:01:00.017331","2022-11-06 17:01:00.017331","0","0"
"동국대학교_동국리더장학","동국대학교","동국리더장학","대학교","장학금","기타","특정대학","해당없음","해당없음","직전학기 취득학점 15학점 이상/ 평점평균 30 이상 * 단/ 7학기 이수생은 취득학점 12학점 이상 가능","해당없음","* 홈페이지 공고문 참고 * 등록금성 장학으로 수업료 범위 내에서 타 장학금과 이중수혜 가능","20222학기 동국대학교 정규학기 재학생총학생회/ 단과대 학생회/ 총대의원회/ 졸업준비위원회 등","해당없음",NULL,"해당없음","* 홈페이지 공고문 참고","휴학생 및 초과학기생 제외동일 조직 및 총학생회/단과대 학생회/학과(전공) 학생회간 이중수혜 불가전액장학생","해당없음",NULL,"2022-11-06 17:01:00.021165","2022-11-06 17:01:00.021165","0","0"
"경기과학기술대학교_면학장학생","경기과학기술대학교","면학장학생","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 평균평점이 20 이상인 자","2022학년도 1학기 재학생 중 기초생활수급자/ 차상위계층자 및 한국장학재단 소득 분위심사0~3분위 해당자","20221학기 납부등록금까지 지급  * 자세한 사항은 학교 홈페이지 공고 참고","2022학년도 1학기 재학생 중 기초생활수급자/ 차상위계층자 및 한국장학재단 소득 분위심사 0~3분위 해당자","해당없음",NULL,"해당없음","해당없음","졸업유보유예생 및 학사경고자는 선발대상에서 제외 기타 교내 외 장학으로 등록금 전액을 장학으로 수혜받거나 10/000원 미만 수업료 납부자는 선발대상에서 제외  * 자세한 내용은 홈페이지 참조","해당없음",NULL,"2022-11-06 17:01:00.037903","2022-11-06 17:01:00.037903","0","0"
"한양대학교_BSCare장학금","한양대학교","BSCare장학금","대학교","장학금","성적우수","해당없음","해당없음","해당없음","해당없음","해당없음","과목별 250000원","한양대학교 에리카 저학년(1학년 및 2학년)미분적분학 1/ 미분적분학 2/ 일반물리학 1/ 일반물리학 2/ 일반화학 1/ 일반화학 2 기존 성적이 'C+이하'인 재학생 중 계절학기 재수강 학생계절학기 재수강을 통하여 'B0 이상'으로 성적이 상승","해당없음",NULL,"선발순위: 저학년 순> 성적 낮은 순> 신청접수 순","90명(2과목 신청자의 경우/ 2명으로 카운트)","최초 수강생/ 휴학생/ 기타 학적학생 신청 불가수강신청이나 수업료 납부하지 않았을 시 자동 선발 취소","해당없음",NULL,"2022-11-06 17:01:00.041594","2022-11-06 17:01:00.041594","0","0"
"아주대학교_가족장학금","아주대학교","가족장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 12학점 이상20 이상 성적 취득신입생/ 편입학 신입생의 경우 입학학기에 한하여 취득학점 및 성적조건 없음","해당없음","입학년도가 나중인 자에게 1개 학기 수업료 전액 면제 (재학기간 중 1회에 한하여 지급)* 자세한 사항은 홈페이지 참고","직계가족 중 아주대학교 학부과정 수업연한 내 재학 중인 자또는 동학년도에 2명 이상 동시에 입학한 자","해당없음",NULL,"해당없음","해당없음","수혜 대상자는 반드시 재학중이어야 함","해당없음",NULL,"2022-11-06 17:01:00.044732","2022-11-06 17:01:00.044732","0","0"
"(재단법인)아산사회복지재단_보건의료정책분야대학원장학생","(재단법인)아산사회복지재단","보건의료정책분야대학원장학생","민간(기업)","장학금","성적우수","해당없음","해당없음","해당없음","성적 평점이 40/45 이상인 학생 (382/43 이상) * 입학예정자 : 입학 전 최종학력 성적평점 * 재학생 : 직전학기 포함 성적평점","해당없음","연 10000000원 정액지원 (학기당 5000000원) * 학술활동비 생활비 등으로 사용가능하며 학기별 학교로 송금 * 교내장학금 및 조교장학금 중복 수헤 가능 * 단 기업체 및 외부 타 기관의 장학금 중복 수혜 불가","국내대학의 석사과정/ 박사과정/ 석・박사 통합과정 입학 예정자 또는 재학생보건의료정책분야를 연구하는 대학원생대한민국 국적 보유자국내 대학(대학원) 학위 취득자 또는 취득 예정자타 기관(민간재단/ 기업체 등) 장학금 수혜 대상이 아닌 학생","해당없음",NULL,"해당없음","0명","해외 영주권자 및 이중국적자 제외취업 활동 금지교내 징계/ 학업 중단 제외 * 자세한 사항은 첨부파일 참고","지도교수 추천",NULL,"2022-11-06 17:01:00.048567","2022-11-06 17:01:00.048567","0","0"
"조선이공대학교_군복무자장학금","조선이공대학교","군복무자장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","군위탁 신입생 : 수업료 1/3+ 입학금의 장학금군위탁 재학생 : 50만원군복무 신입생 : 수업료 1/3+입학금  수업료의 40%재학생 : 수업료 1/3의 장학금","해당없음","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:01:00.051552","2022-11-06 17:01:00.051552","0","0"
"한국외국어대학교_한길장학금","한국외국어대학교","한길장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","평점평균 35/45 이상인 학생","해당없음","1000000원 (등록금 범위내)","20221학기 서울 및 글로벌 캠퍼스 재학생(2학기 이상)아래의 자격 중 최소 한 가지 충족하는 학생학업성적이 우수한 학생봉사활동이 우수한 학생영어 성적이 우수한 학생무역업에 관심이 있는 학생","해당없음",NULL,"해당없음","5명 (말레이/ 인도네시아어과 1명/ 그 외 학과 4명)","해당없음","해당없음",NULL,"2022-11-06 17:01:00.054995","2022-11-06 17:01:00.054995","0","0"
"경남정보대학교_가족장학","경남정보대학교","가족장학","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","2인중 1인에게 수업료의 1/3","경남정보대학교 재학생 중 형제/자매/부자/모녀 등 같이 우리대학 재학 및 등록한 자학생 2명이 같은 학기에 동시에 등록금을 납부한 경우만 신청가능","해당없음",NULL,"해당없음","해당없음","제적생/ 미등록휴학생/ 성적미달학생/ 학사경고/ 졸업불가자/ 졸업유예자 등자퇴 등의 사유로 제적된 경우 반납전액장학금 받은 학생등록금을 초과하여 지급 불가 * 자세한 내용은 홈페이지를 참조바람","해당없음",NULL,"2022-11-06 17:01:00.059483","2022-11-06 17:01:00.059483","0","0"
"남북하나재단_제3국출생탈북자녀장학생","남북하나재단","제3국출생탈북자녀장학생","민간(기타)","장학금","기타","해당없음","해당없음","해당없음","12학점 이상 수강등록한 대학생","해당없음","2000000원 * 외부 기부금으로 일회성 성격의 장학금 * 생활비 보조 장학금","보호결정을 받은 북한이탈주민의 자녀모집공고 마감일 현재 국내 대학(일반・전문) 재학생대한민국 국적보유자로서 기본증명서(상세) 상 제3국 출생 증명이 가능한 자남북하나재단 장학금을 받지 않았던 자","해당없음",NULL,"정량평가 및 정성평가 종합점수 고득점 순으로 선발 * 자세한 사항은 첨부파일 참고","48명 내외","부문별 중복신청 불가/ 1인당 1부문만 신청 가능휴학 중인 자/ 정규학기를 초과한 자연속지원제외직전 6개월 동안 장학금 수혜를 받은 자학점은행제/ 평생교육시설 등의 교육기관에 재학 중인 자교육부 지정 재정지원 제한 유형Ⅱ 대학생정학 이상의 징계처분을 받은 자 * 자세한 사항은 첨부파일 참조","해당없음",NULL,"2022-11-06 17:01:00.062786","2022-11-06 17:01:00.062786","0","0"
"한국외국어대학교_조종수장학금","한국외국어대학교","조종수장학금","대학교","장학금","기타","해당없음","해당없음","해당없음","총 평점평균이 35 이상인 학생","가정형편이 어려운 학생(한국장학재단 221학기 학자금 지원구간 기준)","매월 생활비장학금 200000원 지급(장학생 사정에 따라 연속 2학기까지 지원 가능)","서울캠퍼스 재학생","해당없음",NULL,"해당없음","5명","해당없음","해당없음",NULL,"2022-11-06 17:01:00.065453","2022-11-06 17:01:00.065453","0","0"
"단국대학교_기탁장학금(법관사장학금)","단국대학교","기탁장학금(법관사장학금)","대학교","장학금","기타","해당없음","해당없음","해당없음","해당없음","해당없음","1000000원 (학업보조비성 장학금)","불교신자 또는 불교에 관심이 있는 학부 재학생","해당없음",NULL,"해당없음","3명","초과학기 및 휴학생 제외","해당없음",NULL,"2022-11-06 17:01:00.068821","2022-11-06 17:01:00.068821","0","0"
"한라대학교_평생교육장학금(교비)","한라대학교","평생교육장학금(교비)","대학교","장학금","기타","해당없음","해당없음","해당없음","직전학기 평균평점이 20이상인 자","해당없음","해당 장학 지급기준에 따름","미래라이프융합학부 신입생 또는 정규학기에 재학 중인 자특성화고 등을 졸업한 재직자 전형으로 입학한 자는 해당학기에 재직상태를 유지하여야 함 ]평생학습장려장학금과 평생교육장학금 중 평생학습장려장학금이 우선 적용된다타 장학금 이중수혜는 가능하나 등록금 범위를 초과할 수 없다 한라대학교 신입생 및 재학생","해당없음",NULL,"해당없음","해당없음","해당없음","해당없음",NULL,"2022-11-06 17:01:00.081295","2022-11-06 17:01:00.081295","0","0"
